timestep,num-issues,num-choices,num-labels,strenght-of-influence, multi-issue-discourse,ignorring,prob-droping-label,SW-index,cosine-similarity
1000,5,2,10,5,5,1,0.0,0.0,0.5890909090909091
1200,5,2,10,5,5,1,0.0,0.0,0.5890909090909091
1400,5,2,10,5,5,1,0.0,0.0,0.5890909090909091
1600,5,2,10,5,5,1,0.0,0.0,0.5890909090909091
1800,5,2,10,5,5,1,0.0,0.0,0.5890909090909091
2000,5,2,10,5,5,1,0.0,0.0,0.5890909090909091
0,5,10,2,5,5,0,0.0,0.997556126,0.9975566666666666
200,5,10,2,5,5,0,0.0,0.0204526759999999,0.80097
400,5,10,2,5,5,0,0.0,0.0,0.7999999999999999
600,5,10,2,5,5,0,0.0,0.0,0.7999999999999999
800,5,10,2,5,5,0,0.0,0.0,0.7999999999999999
1000,5,10,2,5,5,0,0.0,0.0,0.7999999999999999
1200,5,10,2,5,5,0,0.0,0.0,0.7999999999999999
1400,5,10,2,5,5,0,0.0,0.0,0.7999999999999999
1600,5,10,2,5,5,0,0.0,0.0,0.7999999999999999
1800,5,10,2,5,5,0,0.0,0.0,0.7999999999999999
2000,5,10,2,5,5,0,0.0,0.0,0.7999999999999999
0,5,10,2,5,5,1,0.0,0.996797417,0.9943166666666666
200,5,10,2,5,5,1,0.0,0.0,0.6666666666666666
400,5,10,2,5,5,1,0.0,0.0,0.6666666666666666
600,5,10,2,5,5,1,0.0,0.0,0.6666666666666666
800,5,10,2,5,5,1,0.0,0.0,0.6666666666666666
1000,5,10,2,5,5,1,0.0,0.0,0.6666666666666666
1200,5,10,2,5,5,1,0.0,0.0,0.6666666666666666
1400,5,10,2,5,5,1,0.0,0.0,0.6666666666666666
1600,5,10,2,5,5,1,0.0,0.0,0.6666666666666666
1800,5,10,2,5,5,1,0.0,0.0,0.6666666666666666
2000,5,10,2,5,5,1,0.0,0.0,0.6666666666666666
0,5,10,6,5,5,0,0.0,0.9938027806666666,0.98113
200,5,10,6,5,5,0,0.0,0.2057662653333333,0.5702519047619047
400,5,10,6,5,5,0,0.0,0.028430881,0.5150376190476191
600,5,10,6,5,5,0,0.0,0.0026069899999999,0.5142657142857143
800,5,10,6,5,5,0,0.0,0.0,0.5142857142857142
1000,5,10,6,5,5,0,0.0,0.0,0.5142857142857142
1200,5,10,6,5,5,0,0.0,0.0,0.5142857142857142
1400,5,10,6,5,5,0,0.0,0.0,0.5142857142857142
1600,5,10,6,5,5,0,0.0,0.0,0.5142857142857142
1800,5,10,6,5,5,0,0.0,0.0,0.5142857142857142
2000,5,10,6,5,5,0,0.0,0.0,0.5142857142857142
0,5,10,6,5,5,1,0.0,0.9946540856666666,0.9823719047619044
200,5,10,6,5,5,1,0.0,0.2972914426666666,0.4009690476190475
400,5,10,6,5,5,1,0.0,0.0257588793333333,0.3667861904761905
600,5,10,6,5,5,1,0.0,0.0,0.3619047619047619
800,5,10,6,5,5,1,0.0,0.0,0.3619047619047619
1000,5,10,6,5,5,1,0.0,0.0,0.3619047619047619
1200,5,10,6,5,5,1,0.0,0.0,0.3619047619047619
1400,5,10,6,5,5,1,0.0,0.0,0.3619047619047619
1600,5,10,6,5,5,1,0.0,0.0,0.3619047619047619
1800,5,10,6,5,5,1,0.0,0.0,0.3619047619047619
2000,5,10,6,5,5,1,0.0,0.0,0.3619047619047619
0,5,10,10,5,5,0,0.0,0.9907262342,0.9687703636363636
200,5,10,10,5,5,0,0.0,0.4390048176,0.6691394545454545
400,5,10,10,5,5,0,0.0,0.0583556274,0.5715521818181817
600,5,10,10,5,5,0,0.0,0.0119710866,0.5527907272727272
800,5,10,10,5,5,0,0.0,0.003043099,0.5495887272727271
1000,5,10,10,5,5,0,0.0,0.0,0.5490909090909091
1200,5,10,10,5,5,0,0.0,0.0,0.5490909090909091
1400,5,10,10,5,5,0,0.0,0.0,0.5490909090909091
1600,5,10,10,5,5,0,0.0,0.0,0.5490909090909091
1800,5,10,10,5,5,0,0.0,0.0,0.5490909090909091
2000,5,10,10,5,5,0,0.0,0.0,0.5490909090909091
0,5,10,10,5,5,1,0.0,0.991308369,0.9685827272727272
200,5,10,10,5,5,1,0.0,0.5772863704,0.4326169090909091
400,5,10,10,5,5,1,0.0,0.1020547786,0.2863076363636364
600,5,10,10,5,5,1,0.0,0.0124237646,0.2763981818181818
800,5,10,10,5,5,1,0.0,0.0008613792,0.2763625454545454
1000,5,10,10,5,5,1,0.0,0.0,0.2763636363636363
1200,5,10,10,5,5,1,0.0,0.0,0.2763636363636363
1400,5,10,10,5,5,1,0.0,0.0,0.2763636363636363
1600,5,10,10,5,5,1,0.0,0.0,0.2763636363636363
1800,5,10,10,5,5,1,0.0,0.0,0.2763636363636363
2000,5,10,10,5,5,1,0.0,0.0,0.2763636363636363
0,10,2,2,5,5,0,0.0,0.9987660730000002,0.9993733333333332
200,10,2,2,5,5,0,0.0,0.050899909,0.9275366666666668
400,10,2,2,5,5,0,0.0,0.0,0.9333333333333332
600,10,2,2,5,5,0,0.0,0.0,0.9333333333333332
800,10,2,2,5,5,0,0.0,0.0,0.9333333333333332
1000,10,2,2,5,5,0,0.0,0.0,0.9333333333333332
1200,10,2,2,5,5,0,0.0,0.0,0.9333333333333332
1400,10,2,2,5,5,0,0.0,0.0,0.9333333333333332
1600,10,2,2,5,5,0,0.0,0.0,0.9333333333333332
1800,10,2,2,5,5,0,0.0,0.0,0.9333333333333332
2000,10,2,2,5,5,0,0.0,0.0,0.9333333333333332
0,10,2,2,5,5,1,0.0,0.999001278,0.9996266666666666
200,10,2,2,5,5,1,0.0,0.0515954864999999,0.8338233333333332
400,10,2,2,5,5,1,0.0,0.0,0.8333333333333334
600,10,2,2,5,5,1,0.0,0.0,0.8333333333333334
800,10,2,2,5,5,1,0.0,0.0,0.8333333333333334
1000,10,2,2,5,5,1,0.0,0.0,0.8333333333333334
1200,10,2,2,5,5,1,0.0,0.0,0.8333333333333334
1400,10,2,2,5,5,1,0.0,0.0,0.8333333333333334
1600,10,2,2,5,5,1,0.0,0.0,0.8333333333333334
1800,10,2,2,5,5,1,0.0,0.0,0.8333333333333334
2000,10,2,2,5,5,1,0.0,0.0,0.8333333333333334
0,10,2,6,5,5,0,0.0,0.9980182416666666,0.9981209523809524
200,10,2,6,5,5,0,0.0,0.5609640288333335,0.8836295238095238
400,10,2,6,5,5,0,0.0,0.1004257513333333,0.8429433333333334
600,10,2,6,5,5,0,0.0,0.0191096186666666,0.8358485714285713
800,10,2,6,5,5,0,0.0,0.0011713246666666,0.8334642857142857
1000,10,2,6,5,5,0,0.0,0.0,0.8333333333333331
1200,10,2,6,5,5,0,0.0,0.0,0.8333333333333331
1400,10,2,6,5,5,0,0.0,0.0,0.8333333333333331
1600,10,2,6,5,5,0,0.0,0.0,0.8333333333333331
1800,10,2,6,5,5,0,0.0,0.0,0.8333333333333331
2000,10,2,6,5,5,0,0.0,0.0,0.8333333333333331
0,10,2,6,5,5,1,0.0,0.997840516,0.9979019047619048
200,10,2,6,5,5,1,0.0,0.5975200058333333,0.7857804761904761
400,10,2,6,5,5,1,0.0,0.1255061401666666,0.6880961904761905
600,10,2,6,5,5,1,0.0,0.0224361006666666,0.67765
800,10,2,6,5,5,1,0.0,0.0018383381666666,0.6762590476190476
1000,10,2,6,5,5,1,0.0,0.0,0.6761904761904761
1200,10,2,6,5,5,1,0.0,0.0,0.6761904761904761
1400,10,2,6,5,5,1,0.0,0.0,0.6761904761904761
1600,10,2,6,5,5,1,0.0,0.0,0.6761904761904761
1800,10,2,6,5,5,1,0.0,0.0,0.6761904761904761
2000,10,2,6,5,5,1,0.0,0.0,0.6761904761904761
0,10,2,10,5,5,0,0.0,0.9967031088,0.9962247272727272
200,10,2,10,5,5,0,0.0,0.7726981951999999,0.933714181818182
400,10,2,10,5,5,0,0.0,0.2471304134,0.8924178181818183
600,10,2,10,5,5,0,0.0,0.0660050612,0.8791245454545453
800,10,2,10,5,5,0,0.0,0.0240548336999999,0.8768920000000001
1000,10,2,10,5,5,0,0.0,0.004750468,0.8737096363636362
1200,10,2,10,5,5,0,0.0,0.0,0.8727272727272726
1400,10,2,10,5,5,0,0.0,0.0,0.8727272727272726
1600,10,2,10,5,5,0,0.0,0.0,0.8727272727272726
1800,10,2,10,5,5,0,0.0,0.0,0.8727272727272726
2000,10,2,10,5,5,0,0.0,0.0,0.8727272727272726
0,10,2,10,5,5,1,0.0,0.9966782229,0.9965323636363635
200,10,2,10,5,5,1,0.0,0.7833191593999999,0.8466030909090909
400,10,2,10,5,5,1,0.0,0.3615836462,0.7014707272727272
600,10,2,10,5,5,1,0.0,0.1523412639,0.6512140000000001
800,10,2,10,5,5,1,0.0,0.0597123161,0.6300778181818181
1000,10,2,10,5,5,1,0.0,0.018188667,0.6223781818181818
1200,10,2,10,5,5,1,0.0,0.0055593442,0.6205649090909091
1400,10,2,10,5,5,1,0.0,0.001222916,0.6200910909090909
1600,10,2,10,5,5,1,0.0,0.0,0.62
1800,10,2,10,5,5,1,0.0,0.0,0.62
2000,10,2,10,5,5,1,0.0,0.0,0.62
0,10,10,2,5,5,0,0.0,0.9979464485,0.9970666666666668
200,10,10,2,5,5,0,0.0,0.039902826,0.70067
400,10,10,2,5,5,0,0.0,0.0,0.7000000000000001
600,10,10,2,5,5,0,0.0,0.0,0.7000000000000001
800,10,10,2,5,5,0,0.0,0.0,0.7000000000000001
1000,10,10,2,5,5,0,0.0,0.0,0.7000000000000001
1200,10,10,2,5,5,0,0.0,0.0,0.7000000000000001
1400,10,10,2,5,5,0,0.0,0.0,0.7000000000000001
1600,10,10,2,5,5,0,0.0,0.0,0.7000000000000001
1800,10,10,2,5,5,0,0.0,0.0,0.7000000000000001
2000,10,10,2,5,5,0,0.0,0.0,0.7000000000000001
0,10,10,2,5,5,1,0.0,0.9979529174999998,0.9970066666666666
200,10,10,2,5,5,1,0.0,0.027901909,0.72758
400,10,10,2,5,5,1,0.0,0.0,0.7333333333333334
600,10,10,2,5,5,1,0.0,0.0,0.7333333333333334
800,10,10,2,5,5,1,0.0,0.0,0.7333333333333334
1000,10,10,2,5,5,1,0.0,0.0,0.7333333333333334
1200,10,10,2,5,5,1,0.0,0.0,0.7333333333333334
1400,10,10,2,5,5,1,0.0,0.0,0.7333333333333334
1600,10,10,2,5,5,1,0.0,0.0,0.7333333333333334
1800,10,10,2,5,5,1,0.0,0.0,0.7333333333333334
2000,10,10,2,5,5,1,0.0,0.0,0.7333333333333334
0,10,10,6,5,5,0,0.0,0.9944445683333334,0.9833190476190476
200,10,10,6,5,5,0,0.0,0.5800431388333334,0.6738914285714286
400,10,10,6,5,5,0,0.0,0.0919088996666666,0.5849623809523811
600,10,10,6,5,5,0,0.0,0.015867574,0.5717542857142858
800,10,10,6,5,5,0,0.0,0.0053578538333333,0.5679409523809524
1000,10,10,6,5,5,0,0.0,0.000846761,0.5667761904761904
1200,10,10,6,5,5,0,0.0,0.0,0.5666666666666668
1400,10,10,6,5,5,0,0.0,0.0,0.5666666666666668
1600,10,10,6,5,5,0,0.0,0.0,0.5666666666666668
1800,10,10,6,5,5,0,0.0,0.0,0.5666666666666668
2000,10,10,6,5,5,0,0.0,0.0,0.5666666666666668
0,10,10,6,5,5,1,0.0,0.9944800693333332,0.9818571428571428
200,10,10,6,5,5,1,0.0,0.6464819316666667,0.52858
400,10,10,6,5,5,1,0.0,0.0963672751666666,0.3864795238095238
600,10,10,6,5,5,1,0.0,0.0175007121666666,0.377237619047619
800,10,10,6,5,5,1,0.0,0.00183879,0.3762257142857142
1000,10,10,6,5,5,1,0.0,0.0001295495,0.376202857142857
1200,10,10,6,5,5,1,0.0,0.0,0.3761904761904761
1400,10,10,6,5,5,1,0.0,0.0,0.3761904761904761
1600,10,10,6,5,5,1,0.0,0.0,0.3761904761904761
1800,10,10,6,5,5,1,0.0,0.0,0.3761904761904761
2000,10,10,6,5,5,1,0.0,0.0,0.3761904761904761
0,10,10,10,5,5,0,0.0,0.9920703588,0.9720245454545456
200,10,10,10,5,5,0,0.0,0.7856212360999999,0.6878925454545453
400,10,10,10,5,5,0,0.0,0.3022128151,0.5509287272727273
600,10,10,10,5,5,0,0.0,0.0930761384999999,0.5163614545454546
800,10,10,10,5,5,0,0.0,0.0309919954,0.498282
1000,10,10,10,5,5,0,0.0,0.010124295,0.4886821818181817
1200,10,10,10,5,5,0,0.0,0.0024222362,0.484586
1400,10,10,10,5,5,0,0.0,0.0006188464,0.4838963636363635
1600,10,10,10,5,5,0,0.0,0.0002078744,0.4837118181818181
1800,10,10,10,5,5,0,0.0,0.0,0.4836363636363636
2000,10,10,10,5,5,0,0.0,0.0,0.4836363636363636
0,10,10,10,5,5,1,0.0,0.9915434822999998,0.970312
200,10,10,10,5,5,1,0.0,0.8051776303000001,0.6033445454545454
400,10,10,10,5,5,1,0.0,0.3547395763000001,0.3495589090909091
600,10,10,10,5,5,1,0.0,0.1082158316999999,0.2927521818181818
800,10,10,10,5,5,1,0.0,0.0437385037999999,0.277026
1000,10,10,10,5,5,1,0.0,0.0146120912999999,0.2691794545454546
1200,10,10,10,5,5,1,0.0,0.0032977871,0.266196
1400,10,10,10,5,5,1,0.0,0.0004042131999999,0.2655223636363636
1600,10,10,10,5,5,1,0.0,0.0001152071,0.2654694545454545
1800,10,10,10,5,5,1,0.0,0.0,0.2654545454545454
2000,10,10,10,5,5,1,0.0,0.0,0.2654545454545454
200,1,2,2,5,20,0,0.0,0.0,1.0
400,1,2,2,5,20,0,0.0,0.0,1.0
600,1,2,2,5,20,0,0.0,0.0,1.0
800,1,2,2,5,20,0,0.0,0.0,1.0
1000,1,2,2,5,20,0,0.0,0.0,1.0
1200,1,2,2,5,20,0,0.0,0.0,1.0
1400,1,2,2,5,20,0,0.0,0.0,1.0
1600,1,2,2,5,20,0,0.0,0.0,1.0
1800,1,2,2,5,20,0,0.0,0.0,1.0
2000,1,2,2,5,20,0,0.0,0.0,1.0
0,1,2,2,5,20,1,0.0,0.99765103,0.99918
200,1,2,2,5,20,1,0.0,0.0,0.6666666666666666
400,1,2,2,5,20,1,0.0,0.0,0.6666666666666666
600,1,2,2,5,20,1,0.0,0.0,0.6666666666666666
800,1,2,2,5,20,1,0.0,0.0,0.6666666666666666
1000,1,2,2,5,20,1,0.0,0.0,0.6666666666666666
1200,1,2,2,5,20,1,0.0,0.0,0.6666666666666666
1400,1,2,2,5,20,1,0.0,0.0,0.6666666666666666
1600,1,2,2,5,20,1,0.0,0.0,0.6666666666666666
1800,1,2,2,5,20,1,0.0,0.0,0.6666666666666666
2000,1,2,2,5,20,1,0.0,0.0,0.6666666666666666
0,1,2,6,5,20,0,0.0,0.99739641,0.9993619047619048
200,1,2,6,5,20,0,0.0,0.0,1.0
400,1,2,6,5,20,0,0.0,0.0,1.0
600,1,2,6,5,20,0,0.0,0.0,1.0
800,1,2,6,5,20,0,0.0,0.0,1.0
1000,1,2,6,5,20,0,0.0,0.0,1.0
1200,1,2,6,5,20,0,0.0,0.0,1.0
1400,1,2,6,5,20,0,0.0,0.0,1.0
1600,1,2,6,5,20,0,0.0,0.0,1.0
1800,1,2,6,5,20,0,0.0,0.0,1.0
2000,1,2,6,5,20,0,0.0,0.0,1.0
0,1,2,6,5,20,1,0.0,0.9990515049999998,0.999419523809524
200,1,2,6,5,20,1,0.0,0.0447327416666666,0.7637914285714286
400,1,2,6,5,20,1,0.0,0.0,0.7619047619047619
600,1,2,6,5,20,1,0.0,0.0,0.7619047619047619
800,1,2,6,5,20,1,0.0,0.0,0.7619047619047619
1000,1,2,6,5,20,1,0.0,0.0,0.7619047619047619
1200,1,2,6,5,20,1,0.0,0.0,0.7619047619047619
1400,1,2,6,5,20,1,0.0,0.0,0.7619047619047619
1600,1,2,6,5,20,1,0.0,0.0,0.7619047619047619
1800,1,2,6,5,20,1,0.0,0.0,0.7619047619047619
